,Age,Bats/Throws,Height/Weight,Birthdate,Name,POS,pid
1209,Age: 41,Bats/Throws: L/R,"6' 5"" / 250","4/6/1978 (41 y, 1 m, 15 d)",Blaine Neal,P,1468.0
1210,Age: 44,Bats/Throws: R/R,"5' 11"" / 200","8/25/1974 (44 y, 8 m, 26 d)",Pablo Ozuna,2B/3B,1469.0
1211,Age: 43,Bats/Throws: R/R,"5' 9"" / 190","4/6/1976 (43 y, 1 m, 15 d)",Alex Pelaez,1B/2B/3B,1470.0
1212,Age: 42,Bats/Throws: R/R,"6' 0"" / 200","4/7/1977 (42 y, 1 m, 14 d)",Ben Petrick,C,1471.0
1213,Age: 49,Bats/Throws: R/R,"6' 1"" / 195","8/22/1969 (49 y, 8 m, 29 d)",Hipolito Pichardo,P,1472.0
1214,Age: 44,Bats/Throws: L/L,"6' 4"" / 200","3/12/1975 (44 y, 2 m, 9 d)",Kevin Pickford,P,1473.0
1215,Age: 41,Bats/Throws: R/R,"6' 2"" / 215","6/15/1977 (41 y, 11 m, 6 d)",Bret Prinz,P,1474.0
1216,Age: 40,Bats/Throws: R/R,"6' 11"" / 290","9/27/1978 (40 y, 7 m, 24 d)",Jon Rauch,P,1475.0
1217,Age: 44,Bats/Throws: L/L,"5' 10"" / 155","10/11/1974 (44 y, 7 m, 10 d)",Jesus Sanchez,P,1476.0
1218,Age: 47,Bats/Throws: R/R,"6' 5"" / 235","11/23/1971 (47 y, 5 m, 28 d)",Aaron Small,P,1477.0
1219,Age: 31,Bats/Throws: L/L,"6' 2"" / 225","10/23/1987 (31 y, 6 m, 28 d)",Felix Doubront,P,1478.0
1220,Age: 41,Bats/Throws: R/R,"5' 11"" / 205","9/19/1977 (41 y, 8 m, 2 d)",Mike Smith,P,1479.0
1221,Age: 37,Bats/Throws: L/L,"5' 10"" / 205","12/3/1981 (37 y, 5 m, 18 d)",Chris Snelling,OF,1480.0
1222,Age: 43,Bats/Throws: R/R,"6' 0"" / 210","5/6/1976 (43 y, 15 d)",Earl Snyder,1B,1481.0
1223,Age: 31,Bats/Throws: R/R,"6' 5"" / 235","1/8/1988 (31 y, 4 m, 13 d)",Jon Edwards,P,1483.0
1224,Age: 39,Bats/Throws: R/R,"6' 3"" / 205","10/21/1979 (39 y, 7 m)",Tim Spooneybarger,P,1484.0
1225,Age: 43,Bats/Throws: R/R,"6' 3"" / 205","5/31/1975 (43 y, 11 m, 21 d)",Mac Suzuki,P,1485.0
1226,Age: 48,Bats/Throws: L/R,"6' 1"" / 205","12/9/1970 (48 y, 5 m, 12 d)",Tony Tarasco,OF,1486.0
1227,Age: 43,Bats/Throws: R/L,"6' 7"" / 220","3/11/1976 (43 y, 2 m, 10 d)",Nate Teut,P,1487.0
1228,Age: 41,Bats/Throws: B/R,"5' 10"" / 195","1/26/1978 (41 y, 3 m, 25 d)",Andres Torres,OF,1488.0
1229,Age: 42,Bats/Throws: R/R,"6' 1"" / 183","2/26/1977 (42 y, 2 m, 25 d)",Josh Towers,P,1489.0
1230,Age: 42,Bats/Throws: R/R,"6' 1"" / 190","12/30/1976 (42 y, 4 m, 21 d)",Brad Voyles,P,1490.0
1231,Age: 41,Bats/Throws: R/R,"6' 0"" / 225","10/11/1977 (41 y, 7 m, 10 d)",Ty Wigginton,1B/3B,1491.0
1232,Age: 42,Bats/Throws: R/R,"6' 5"" / 215","1/17/1977 (42 y, 4 m, 4 d)",Rob Bell,P,1492.0
1233,Age: 45,Bats/Throws: R/R,"6' 3"" / 210","5/10/1974 (45 y, 11 d)",Bobby Smith,2B/3B,1493.0
1234,Age: 40,Bats/Throws: R/L,"6' 4"" / 210","2/11/1979 (40 y, 3 m, 10 d)",Eric Cyr,P,1494.0
1235,Age: 40,Bats/Throws: R/R,"6' 4"" / 215","6/15/1978 (40 y, 11 m, 6 d)",Zach Day,P,1496.0
1236,Age: 44,Bats/Throws: R/R,"6' 3"" / 195","8/18/1974 (44 y, 9 m, 3 d)",Jayson Durocher,P,1497.0
1237,Age: 47,Bats/Throws: R/R,"6' 4"" / 235","5/25/1971 (47 y, 11 m, 26 d)",Angel Echevarria,1B/OF,1498.0
1238,Age: 49,Bats/Throws: L/R,"6' 2"" / 210","8/19/1969 (49 y, 9 m, 2 d)",Matt Franco,1B/3B,1499.0
1239,Age: 43,Bats/Throws: R/R,"5' 10"" / 195","5/5/1976 (43 y, 16 d)",Keith Ginter,2B/3B,1500.0
1240,Age: 40,Bats/Throws: L/L,"6' 2"" / 180","8/8/1978 (40 y, 9 m, 13 d)",Alexis Gomez,OF,1501.0
1241,Age: 40,Bats/Throws: R/R,"5' 11"" / 190","9/10/1978 (40 y, 8 m, 11 d)",Nick Green,2B/SS,1502.0
1242,Age: 46,Bats/Throws: L/R,"5' 10"" / 200","10/5/1972 (46 y, 7 m, 16 d)",Aaron Guiel,OF,1503.0
1243,Age: 44,Bats/Throws: R/R,"6' 0"" / 185","3/25/1975 (44 y, 1 m, 26 d)",Adrian Hernandez,P,1504.0
1244,Age: 42,Bats/Throws: L/L,"5' 11"" / 190","11/5/1976 (42 y, 6 m, 16 d)",Alex Herrera,P,1505.0
1245,Age: 43,Bats/Throws: R/L,"6' 2"" / 210","1/10/1976 (43 y, 4 m, 11 d)",Jason Jimenez,P,1506.0
1246,Age: 40,Bats/Throws: R/R,"6' 6"" / 235","10/23/1978 (40 y, 6 m, 28 d)",John Lackey,P,1507.0
1247,Age: 41,Bats/Throws: L/L,"6' 0"" / 190","8/17/1977 (41 y, 9 m, 4 d)",Mike Maroth,P,1508.0
1248,Age: 44,Bats/Throws: R/R,"5' 11"" / 170","12/12/1974 (44 y, 5 m, 9 d)",Julius Matos,2B/3B,1509.0
1249,Age: 46,Bats/Throws: L/L,"6' 4"" / 205","4/19/1973 (46 y, 1 m, 2 d)",Heath Murray,P,1510.0
1250,Age: 49,Bats/Throws: R/R,"6' 1"" / 215","6/26/1969 (49 y, 10 m, 25 d)",Rodney Myers,P,1511.0
1251,Age: 43,Bats/Throws: L/L,"6' 0"" / 195","12/29/1975 (43 y, 4 m, 22 d)",Jason Pearson,P,1512.0
1252,Age: 51,Bats/Throws: B/L,"6' 0"" / 213","9/30/1967 (51 y, 7 m, 21 d)",Yorkis Perez,P,1513.0
1253,Age: 37,Bats/Throws: L/L,"6' 3"" / 225","8/15/1981 (37 y, 9 m, 6 d)",Oliver Perez,P,1514.0
1254,Age: 43,Bats/Throws: R/R,"5' 11"" / 190","8/29/1975 (43 y, 8 m, 22 d)",John Riedling,P,1515.0
1255,Age: 39,Bats/Throws: R/R,"6' 0"" / 180","5/23/1979 (39 y, 11 m, 28 d)",Kirk Saarloos,P,1516.0
1256,Age: 44,Bats/Throws: R/R,"6' 3"" / 195","10/14/1974 (44 y, 7 m, 7 d)",Erik Sabel,P,1517.0
1257,Age: 39,Bats/Throws: R/R,"6' 2"" / 210","10/14/1979 (39 y, 7 m, 7 d)",Duaner Sanchez,P,1518.0
1258,Age: 41,Bats/Throws: R/R,"6' 4"" / 210","6/29/1977 (41 y, 10 m, 22 d)",Shawn Sedlacek,P,1519.0
1259,Age: 43,Bats/Throws: R/R,"6' 3"" / 230","9/15/1975 (43 y, 8 m, 6 d)",Dan Smith,P,1521.0
1260,Age: 46,Bats/Throws: R/R,"5' 10"" / 170","11/7/1972 (46 y, 6 m, 14 d)",Travis Smith,P,1522.0
1261,Age: 42,Bats/Throws: R/R,"6' 2"" / 220","3/6/1977 (42 y, 2 m, 15 d)",Marcus Thames,DH/OF,1523.0
1262,Age: 43,Bats/Throws: R/R,"6' 0"" / 180","10/9/1975 (43 y, 7 m, 12 d)",J.J. Trujillo,P,1524.0
1263,Age: 33,Bats/Throws: R/R,"6' 1"" / 210","8/22/1985 (33 y, 8 m, 29 d)",Sandy Rosario,P,1525.0
1264,Age: 45,Bats/Throws: R/L,"6' 3"" / 220","1/23/1974 (45 y, 3 m, 28 d)",Mark Watson,P,1526.0
1265,Age: 41,Bats/Throws: R/R,"6' 4"" / 250","8/7/1977 (41 y, 9 m, 14 d)",Tyler Yates,P,1527.0
1266,Age: 41,Bats/Throws: R/R,"6' 1"" / 250","4/27/1978 (41 y, 24 d)",Runelvys Hernandez,P,1528.0
1267,Age: 41,Bats/Throws: R/R,"6' 0"" / 195","4/5/1978 (41 y, 1 m, 16 d)",Brandon Backe,P,1529.0
1268,Age: 39,Bats/Throws: R/R,"6' 6"" / 257","11/29/1979 (39 y, 5 m, 22 d)",Francis Beltran,P,1530.0
1269,Age: 41,Bats/Throws: R/R,"6' 2"" / 250","5/13/1978 (41 y, 8 d)",Ryan Bukvich,P,1531.0
1270,Age: 40,Bats/Throws: L/L,"6' 0"" / 200","10/26/1978 (40 y, 6 m, 25 d)",Jaime Cerda,P,1532.0
1271,Age: 45,Bats/Throws: L/R,"5' 10"" / 190","2/13/1974 (45 y, 3 m, 8 d)",Howie Clark,OF,1533.0
1272,Age: 40,Bats/Throws: R/R,"6' 2"" / 220","3/27/1979 (40 y, 1 m, 24 d)",Michael Cuddyer,OF,1534.0
1273,Age: 43,Bats/Throws: L/R,"6' 0"" / 180","9/23/1975 (43 y, 7 m, 28 d)",Dave Elder,P,1535.0
1274,Age: 42,Bats/Throws: L/R,"6' 1"" / 215","11/4/1976 (42 y, 6 m, 17 d)",Kevin Frederick,P,1536.0
1275,Age: 43,Bats/Throws: L/L,"6' 0"" / 210","10/29/1975 (43 y, 6 m, 22 d)",Karim Garcia,OF,1537.0
1276,Age: 43,Bats/Throws: L/L,"6' 1"" / 190","4/5/1976 (43 y, 1 m, 16 d)",Ross Gload,1B,1538.0
1277,Age: 45,Bats/Throws: R/R,"6' 6"" / 220","1/28/1974 (45 y, 3 m, 23 d)",Oscar Henriquez,P,1540.0
1278,Age: 48,Bats/Throws: R/R,"6' 2"" / 220",5/21/1971 (48 y),Chris Widger,C,1541.0
1279,Age: 42,Bats/Throws: R/R,"6' 3"" / 205","5/2/1977 (42 y, 19 d)",Luke Hudson,P,1542.0
1280,Age: 47,Bats/Throws: R/R,"6' 2"" / 220","12/6/1971 (47 y, 5 m, 15 d)",Adam Hyzdu,OF,1543.0
1281,Age: 46,Bats/Throws: R/R,"6' 1"" / 200","12/5/1972 (46 y, 5 m, 16 d)",Mike Mahoney,C,1544.0
1282,Age: 47,Bats/Throws: R/R,"6' 0"" / 200","1/17/1972 (47 y, 4 m, 4 d)",Walt McKeel,C,1545.0
1283,Age: 43,Bats/Throws: R/R,"6' 3"" / 210","6/14/1975 (43 y, 11 m, 7 d)",Pete Munro,P,1546.0
1284,Age: 45,Bats/Throws: R/R,"6' 6"" / 235","3/22/1974 (45 y, 1 m, 29 d)",Jason Phillips,P,1549.0
1285,Age: 45,Bats/Throws: R/R,"6' 0"" / 196","11/14/1973 (45 y, 6 m, 7 d)",Ruben Rivera,OF,1550.0
1286,Age: 42,Bats/Throws: R/R,"6' 2"" / 225","3/19/1977 (42 y, 2 m, 2 d)",David Ross,C,1551.0
1287,Age: 42,Bats/Throws: R/R,"6' 2"" / 210","4/6/1977 (42 y, 1 m, 15 d)",Barry Wesson,OF,1552.0
1288,Age: 45,Bats/Throws: R/R,"5' 9"" / 190","12/27/1973 (45 y, 4 m, 24 d)",Raul Gonzalez,OF,1553.0
1289,Age: 41,Bats/Throws: L/L,"6' 0"" / 200","2/24/1978 (41 y, 2 m, 27 d)",DeWayne Wise,OF,1554.0
1290,Age: 43,Bats/Throws: R/R,"5' 10"" / 185","10/30/1975 (43 y, 6 m, 21 d)",Marco Scutaro,2B/SS,1555.0
1291,Age: 41,Bats/Throws: R/R,"5' 11"" / 190","9/25/1977 (41 y, 7 m, 26 d)",Wil Nieves,C,1556.0
1292,Age: 45,Bats/Throws: R/R,"6' 3"" / 170","4/15/1974 (45 y, 1 m, 6 d)",Reynaldo Garcia,P,1557.0
1293,Age: 46,Bats/Throws: R/R,"6' 2"" / 210","5/6/1973 (46 y, 15 d)",Izzy Alcantara,1B/OF,1558.0
1294,Age: 42,Bats/Throws: L/L,"5' 11"" / 176","11/8/1976 (42 y, 6 m, 13 d)",Victor Alvarez,P,1559.0
1295,Age: 45,Bats/Throws: L/R,"6' 5"" / 220","11/27/1973 (45 y, 5 m, 24 d)",Jason Beverlin,P,1560.0
1296,Age: 44,Bats/Throws: L/L,"6' 4"" / 220","11/10/1974 (44 y, 6 m, 11 d)",Micah Bowie,P,1561.0
1297,Age: 41,Bats/Throws: L/R,"6' 2"" / 215","11/10/1977 (41 y, 6 m, 11 d)",Matt Cepicky,OF,1562.0
1298,Age: 40,Bats/Throws: R/R,"6' 5"" / 195","12/3/1978 (40 y, 5 m, 18 d)",Matt Childers,P,1563.0
1299,Age: 40,Bats/Throws: L/R,"6' 1"" / 247","1/7/1979 (40 y, 4 m, 14 d)",Jack Cust,DH/OF,1564.0
1300,Age: 44,Bats/Throws: R/R,"6' 1"" / 215","10/6/1974 (44 y, 7 m, 15 d)",Matt Duff,P,1565.0
1301,Age: 42,Bats/Throws: L/L,"6' 2"" / 190","12/19/1976 (42 y, 5 m, 2 d)",Jason Kershner,P,1566.0
1302,Age: 46,Bats/Throws: R/R,"6' 2"" / 200","9/13/1972 (46 y, 8 m, 8 d)",Chan Perry,1B/OF,1567.0
1303,Age: 42,Bats/Throws: L/L,"6' 2"" / 180","10/11/1976 (42 y, 7 m, 10 d)",Carl Sadler,P,1568.0
1304,Age: 39,Bats/Throws: R/R,"6' 1"" / 204","11/15/1979 (39 y, 6 m, 6 d)",John Stephens,P,1569.0
1305,Age: 40,Bats/Throws: R/R,"6' 3"" / 215","2/8/1979 (40 y, 3 m, 13 d)",Aaron Cook,P,1571.0
1306,Age: 39,Bats/Throws: B/R,"6' 0"" / 180","11/1/1979 (39 y, 6 m, 20 d)",Coco Crisp,OF,1572.0
1307,Age: 41,Bats/Throws: L/R,"6' 3"" / 240","6/3/1977 (41 y, 11 m, 18 d)",Travis Hafner,DH,1573.0
1308,Age: 44,Bats/Throws: L/L,"6' 9"" / 240","6/23/1974 (44 y, 10 m, 28 d)",Mark Hendrickson,P,1574.0
1309,Age: 44,Bats/Throws: R/R,"6' 2"" / 187","5/3/1975 (44 y, 18 d)",Gabe Molina,P,1575.0
1310,Age: 45,Bats/Throws: R/R,"6' 1"" / 205","8/28/1973 (45 y, 8 m, 23 d)",Kit Pellow,OF,1576.0
1311,Age: 40,Bats/Throws: L/L,"6' 1"" / 200","6/3/1978 (40 y, 11 m, 18 d)",Steve Smyth,P,1577.0
1312,Age: 41,Bats/Throws: B/R,"6' 3"" / 225","3/30/1978 (41 y, 1 m, 21 d)",Josh Bard,C,1578.0
1313,Age: 43,Bats/Throws: R/R,"6' 3"" / 223","11/19/1975 (43 y, 6 m, 2 d)",Clay Condrey,P,1579.0
1314,Age: 41,Bats/Throws: B/R,"5' 8"" / 180","1/22/1978 (41 y, 3 m, 29 d)",Chone Figgins,3B/OF,1580.0
1315,Age: 32,Bats/Throws: L/L,"6' 2"" / 204","9/26/1986 (32 y, 7 m, 25 d)",Sean Doolittle,P,1581.0
1316,Age: 46,Bats/Throws: R/R,"5' 11"" / 185","11/10/1972 (46 y, 6 m, 11 d)",Greg LaRocca,3B,1582.0
1317,Age: 46,Bats/Throws: L/L,"6' 3"" / 200","8/11/1972 (46 y, 9 m, 10 d)",Andrew Lorraine,P,1583.0
1318,Age: 41,Bats/Throws: L/L,"5' 8"" / 191","9/7/1977 (41 y, 8 m, 14 d)",Shane Nance,P,1584.0
1319,Age: 41,Bats/Throws: R/R,"6' 3"" / 190",5/21/1978 (41 y),Ricardo Rodriguez,P,1585.0
1320,Age: 40,Bats/Throws: L/R,"6' 2"" / 220","8/4/1978 (40 y, 9 m, 17 d)",Luke Allen,OF,1586.0
1321,Age: 41,Bats/Throws: R/R,"6' 1"" / 200","5/10/1978 (41 y, 11 d)",Tony Alvarez,OF,1587.0
1322,Age: 47,Bats/Throws: R/R,"6' 1"" / 220","8/28/1971 (47 y, 8 m, 23 d)",Shane Andrews,3B,1588.0
1323,Age: 48,Bats/Throws: B/R,"6' 3"" / 190","9/28/1970 (48 y, 7 m, 23 d)",Brian Banks,C/1B/OF,1589.0
1324,Age: 39,Bats/Throws: R/R,"6' 2"" / 239","11/18/1979 (39 y, 6 m, 3 d)",Steve Bechler,P,1590.0
1325,Age: 45,Bats/Throws: R/R,"5' 11"" / 175","2/18/1974 (45 y, 3 m, 3 d)",Jamey Carroll,2B/3B,1591.0
1326,Age: 44,Bats/Throws: R/R,"6' 1"" / 190","12/18/1974 (44 y, 5 m, 3 d)",Lance Carter,P,1592.0
1327,Age: 41,Bats/Throws: R/R,"6' 0"" / 190","12/6/1977 (41 y, 5 m, 15 d)",Kevin Cash,C,1593.0
1328,Age: 45,Bats/Throws: R/R,"6' 0"" / 191","3/28/1974 (45 y, 1 m, 23 d)",Ryan Christenson,OF,1594.0
1329,Age: 40,Bats/Throws: R/R,"6' 0"" / 210","2/7/1979 (40 y, 3 m, 14 d)",Humberto Cota,C,1595.0
1330,Age: 51,Bats/Throws: L/L,"6' 2"" / 219","5/3/1968 (51 y, 18 d)",Ivan Cruz,1B,1596.0
1331,Age: 40,Bats/Throws: R/R,"6' 5"" / 250","10/25/1978 (40 y, 6 m, 26 d)",J.J. Davis,OF,1597.0
1332,Age: 39,Bats/Throws: R/R,"6' 6"" / 210","5/8/1980 (39 y, 13 d)",Jason Davis,P,1598.0
1333,Age: 39,Bats/Throws: R/R,"6' 7"" / 243","6/13/1979 (39 y, 11 m, 8 d)",Ben Diggins,P,1599.0
1334,Age: 42,Bats/Throws: L/L,"6' 7"" / 220","12/17/1976 (42 y, 5 m, 4 d)",Eric Eckenstahler,P,1600.0
1335,Age: 42,Bats/Throws: L/L,"5' 10"" / 195","8/25/1976 (42 y, 8 m, 26 d)",Pedro Feliciano,P,1601.0
1336,Age: 45,Bats/Throws: R/R,"5' 11"" / 180","6/28/1973 (45 y, 10 m, 23 d)",Jose Flores,2B,1602.0
1337,Age: 39,Bats/Throws: R/R,"6' 7"" / 260","1/20/1980 (39 y, 4 m, 1 d)",Franklyn German,P,1603.0
1338,Age: 42,Bats/Throws: L/R,"6' 3"" / 200","5/24/1976 (42 y, 11 m, 27 d)",Jason Grabowski,OF,1604.0
1339,Age: 39,Bats/Throws: R/R,"6' 0"" / 210","12/28/1979 (39 y, 4 m, 23 d)",Bill Hall,3B/SS,1605.0
1340,Age: 41,Bats/Throws: R/R,"6' 3"" / 225","4/11/1978 (41 y, 1 m, 10 d)",Josh Hancock,P,1606.0
1341,Age: 41,Bats/Throws: R/R,"5' 11"" / 200","8/8/1977 (41 y, 9 m, 13 d)",Jeremy Hill,P,1607.0
1342,Age: 40,Bats/Throws: R/R,"6' 3"" / 195","6/29/1978 (40 y, 10 m, 22 d)",Trey Hodges,P,1608.0
1343,Age: 37,Bats/Throws: R/R,"5' 11"" / 195","12/26/1981 (37 y, 4 m, 25 d)",Omar Infante,2B,1609.0
1344,Age: 54,Bats/Throws: B/R,"6' 1"" / 220","5/2/1965 (54 y, 19 d)",Felix Jose,OF,1610.0
1345,Age: 42,Bats/Throws: R/R,"6' 5"" / 215","1/5/1977 (42 y, 4 m, 16 d)",Eric Junge,P,1611.0
1346,Age: 39,Bats/Throws: R/R,"6' 2"" / 225","8/31/1979 (39 y, 8 m, 21 d)",Shane Loux,P,1613.0
1347,Age: 39,Bats/Throws: R/R,"6' 1"" / 210","5/25/1979 (39 y, 11 m, 26 d)",Trey Lunsford,C,1614.0
1348,Age: 45,Bats/Throws: L/R,"6' 0"" / 210","1/11/1974 (45 y, 4 m, 10 d)",Cody McKay,C/3B,1615.0
1349,Age: 46,Bats/Throws: R/R,"6' 5"" / 220","9/1/1972 (46 y, 8 m, 20 d)",Kevin Orie,3B,1616.0
1350,Age: 42,Bats/Throws: L/L,"6' 2"" / 235","1/28/1977 (42 y, 3 m, 23 d)",Lyle Overbay,1B,1617.0
1351,Age: 40,Bats/Throws: R/R,"6' 5"" / 225","5/24/1978 (40 y, 11 m, 27 d)",Dave Pember,P,1618.0
1352,Age: 42,Bats/Throws: L/L,"6' 2"" / 215","3/30/1977 (42 y, 1 m, 21 d)",Jeriome Robertson,P,1619.0
1353,Age: 41,Bats/Throws: R/L,"6' 2"" / 225","9/3/1977 (41 y, 8 m, 18 d)",Nate Robertson,P,1620.0
1354,Age: 40,Bats/Throws: R/R,"6' 3"" / 190","8/29/1978 (40 y, 8 m, 22 d)",Eddie Rogers,SS,1621.0
1355,Age: 40,Bats/Throws: R/R,"6' 0"" / 180","9/18/1978 (40 y, 8 m, 3 d)",Wilkin Ruan,OF,1622.0
1356,Age: 45,Bats/Throws: L/L,"6' 1"" / 220","3/24/1974 (45 y, 1 m, 27 d)",Jim Rushford,OF,1623.0
1357,Age: 41,Bats/Throws: R/R,"6' 0"" / 200","12/21/1977 (41 y, 5 m)",Freddy Sanchez,2B,1624.0
1358,Age: 42,Bats/Throws: R/R,"6' 0"" / 180","10/19/1976 (42 y, 7 m, 2 d)",Jason Shiell,P,1625.0
1359,Age: 42,Bats/Throws: B/R,"5' 11"" / 170","6/7/1976 (42 y, 11 m, 14 d)",Esix Snead,OF,1626.0
1360,Age: 41,Bats/Throws: R/R,"6' 5"" / 205","8/20/1977 (41 y, 9 m, 1 d)",Aaron Taylor,P,1627.0
1361,Age: 47,Bats/Throws: R/R,"5' 11"" / 220","3/11/1972 (47 y, 2 m, 10 d)",Salomon Torres,P,1628.0
1362,Age: 42,Bats/Throws: L/L,"5' 11"" / 195","4/4/1977 (42 y, 1 m, 17 d)",Eric Valent,1B/OF,1629.0
1363,Age: 39,Bats/Throws: R/L,"6' 3"" / 185","7/31/1979 (39 y, 9 m, 21 d)",Andy Van Hekken,P,1630.0
1364,Age: 43,Bats/Throws: L/L,"6' 3"" / 205","3/24/1976 (43 y, 1 m, 27 d)",Scott Wiggins,P,1631.0
1365,Age: 47,Bats/Throws: R/R,"6' 4"" / 205","9/19/1971 (47 y, 8 m, 2 d)",Joe Dawley,P,1632.0
1366,Age: 43,Bats/Throws: L/L,"6' 3"" / 235","5/15/1976 (43 y, 6 d)",Eric DuBose,P,1633.0
1367,Age: 38,Bats/Throws: L/L,"6' 6"" / 230","8/16/1980 (38 y, 9 m, 5 d)",Ben Kozlowski,P,1634.0
1368,Age: 43,Bats/Throws: L/R,"6' 2"" / 200","6/6/1975 (43 y, 11 m, 15 d)",David Lamb,2B/SS,1635.0
1369,Age: 40,Bats/Throws: L/L,"6' 3"" / 205","8/30/1978 (40 y, 8 m, 21 d)",Cliff Lee,P,1636.0
1370,Age: 42,Bats/Throws: R/R,"6' 2"" / 190","12/22/1976 (42 y, 4 m, 29 d)",Wes Obermueller,P,1637.0
1371,Age: 40,Bats/Throws: R/R,"6' 0"" / 230","7/15/1978 (40 y, 10 m, 6 d)",Miguel Olivo,C,1638.0
1372,Age: 39,Bats/Throws: L/L,"6' 0"" / 180","8/27/1979 (39 y, 8 m, 24 d)",Andy Pratt,P,1640.0
1373,Age: 37,Bats/Throws: R/R,"6' 0"" / 195","1/7/1982 (37 y, 4 m, 14 d)",Francisco Rodriguez,P,1642.0
1374,Age: 41,Bats/Throws: L/R,"5' 11"" / 220","7/6/1977 (41 y, 10 m, 15 d)",Michael Ryan,OF,1643.0
1375,Age: 43,Bats/Throws: L/R,"6' 6"" / 205","10/23/1975 (43 y, 6 m, 28 d)",Todd Sears,1B,1645.0
1376,Age: 41,Bats/Throws: L/L,"6' 6"" / 220","9/21/1977 (41 y, 8 m)",Brian Tallet,P,1646.0
1377,Age: 39,Bats/Throws: L/L,"6' 1"" / 195","6/20/1979 (39 y, 11 m, 1 d)",Cory Vance,P,1647.0
1378,Age: 45,Bats/Throws: R/R,"6' 4"" / 215","8/22/1973 (45 y, 8 m, 29 d)",Dusty Wathan,C,1648.0
1379,Age: 42,Bats/Throws: L/L,"6' 1"" / 200","9/4/1976 (42 y, 8 m, 17 d)",Ron Calloway,OF,1649.0
1380,Age: 41,Bats/Throws: R/R,"6' 2"" / 175","1/12/1978 (41 y, 4 m, 9 d)",Luis Ayala,P,1650.0
1381,Age: 42,Bats/Throws: R/R,"5' 9"" / 180","12/8/1976 (42 y, 5 m, 13 d)",Rontrez Johnson,OF,1651.0
1382,Age: 50,Bats/Throws: R/R,"6' 4"" / 225","11/7/1968 (50 y, 6 m, 14 d)",Russ Springer,P,1652.0
1383,Age: 51,Bats/Throws: R/R,"6' 4"" / 240","11/24/1967 (51 y, 5 m, 27 d)",Cal Eldred,P,1653.0
1384,Age: 37,Bats/Throws: L/R,"6' 0"" / 217","11/22/1981 (37 y, 5 m, 29 d)",Oscar Villarreal,P,1654.0
1385,Age: 45,Bats/Throws: L/L,"6' 3"" / 205","5/1/1974 (45 y, 20 d)",Stephen Randolph,P,1655.0
1386,Age: 37,Bats/Throws: R/R,"6' 4"" / 200","9/25/1981 (37 y, 7 m, 26 d)",Rocco Baldelli,OF,1656.0
1387,Age: 38,Bats/Throws: L/R,"6' 6"" / 262","2/7/1981 (38 y, 3 m, 14 d)",Seth McClung,P,1657.0
1388,Age: 40,Bats/Throws: R/R,"6' 2"" / 215","11/14/1978 (40 y, 6 m, 7 d)",Xavier Nady,OF,1658.0
1389,Age: 44,Bats/Throws: L/R,"6' 2"" / 210","6/12/1974 (44 y, 11 m, 9 d)",Hideki Matsui,DH/OF,1659.0
1390,Age: 47,Bats/Throws: R/R,"6' 4"" / 255","12/6/1971 (47 y, 5 m, 15 d)",Jose Contreras,P,1660.0
1391,Age: 39,Bats/Throws: L/R,"6' 0"" / 170","6/9/1979 (39 y, 11 m, 12 d)",Jason Anderson,P,1661.0
1392,Age: 54,Bats/Throws: R/R,"6' 1"" / 190","2/9/1965 (54 y, 3 m, 12 d)",Doug Linton,P,1662.0
1393,Age: 41,Bats/Throws: L/L,"6' 5"" / 230","7/11/1977 (41 y, 10 m, 10 d)",Javier Lopez,P,1663.0
1394,Age: 42,Bats/Throws: L/R,"5' 10"" / 170","9/29/1976 (42 y, 7 m, 22 d)",Jermaine Clark,2B/OF,1664.0
1395,Age: 45,Bats/Throws: L/L,"6' 3"" / 215","3/4/1974 (45 y, 2 m, 17 d)",Tommy Phelps,P,1665.0
1396,Age: 42,Bats/Throws: R/R,"6' 4"" / 215","4/12/1977 (42 y, 1 m, 9 d)",D.J. Carrasco,P,1666.0
1397,Age: 36,Bats/Throws: R/R,"6' 0"" / 220","10/28/1982 (36 y, 6 m, 23 d)",Jeremy Bonderman,P,1667.0
1398,Age: 41,Bats/Throws: R/R,"6' 6"" / 240","6/28/1977 (41 y, 10 m, 23 d)",Chris Spurling,P,1668.0
1399,Age: 38,Bats/Throws: L/L,"6' 4"" / 227","1/21/1981 (38 y, 4 m)",Wil Ledezma,P,1669.0
1400,Age: 39,Bats/Throws: R/R,"6' 3"" / 245","1/10/1980 (39 y, 4 m, 11 d)",Matt Roney,P,1670.0
1401,Age: 44,Bats/Throws: R/R,"6' 3"" / 187","4/21/1975 (44 y, 1 m)",Aquilino Lopez,P,1671.0
1402,Age: 45,Bats/Throws: R/L,"6' 3"" / 200","5/29/1973 (45 y, 11 m, 22 d)",Trever Miller,P,1672.0
1403,Age: 37,Bats/Throws: R/R,"6' 1"" / 205","11/21/1981 (37 y, 6 m)",Enrique Cruz,2B/SS,1673.0
1404,Age: 38,Bats/Throws: B/L,"6' 1"" / 175","4/8/1981 (38 y, 1 m, 13 d)",Matt Ford,P,1674.0
1405,Age: 51,Bats/Throws: L/L,"6' 1"" / 200","7/21/1967 (51 y, 10 m)",Lance Painter,P,1675.0
1406,Age: 44,Bats/Throws: R/R,"6' 1"" / 205","1/9/1975 (44 y, 4 m, 12 d)",Kiko Calero,P,1676.0
